StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31_1,Q48_1,Q35_1,Q45_1,Q34_1,Q41,Q36,Q37,Q38,Q39,Q17,Q19,Q21,Q23,Q25,Q7,Q9,Q11,Q13,Q15,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,Q45,Q47,mTurkCode,photo_block,obama_photo,policy
2019-12-18 15:46:16,2019-12-18 15:49:24,IP Address,*******,100,187,True,2019-12-18 15:49:24,R_27grfCP6O5Q9jgP,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,97,,,98,green,,pretty good idea,,,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Liberal,Weak Democrat,Four year college degree,Asian,Heterosexual,Woman,"$70,000 - $99,999",1235087,0,1,1
2019-12-18 15:47:23,2019-12-18 15:49:38,IP Address,*******,100,134,True,2019-12-18 15:49:38,R_2xK7FkTWo69HmW0,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,81,82,green,,,,pretty good idea,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Liberal,Strong Democrat,Graduate school or other advanced degree,White,Bisexual,Woman,"$70,000 - $99,999",2855664,1,1,3
2019-12-18 15:30:30,2019-12-18 15:49:39,IP Address,*******,100,1148,True,2019-12-18 15:49:39,R_3kdjFMc910sesb4,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,50,,85,green,neither a good nor a bad idea,,,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Slightly liberal,Weak Democrat,Some college,White,Gay or Lesbian,Woman,"Less than $30,000",1810080,1,0,0
2019-12-18 15:46:30,2019-12-18 15:49:40,IP Address,*******,100,189,True,2019-12-18 15:49:40,R_20Zh9Rq6Jywqjdp,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,74,74,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Slightly liberal,Independent (No partisan lean),Four year college degree,American Indian or Alaska Native,Heterosexual,Man,"$30,000 - $69,999",1111072,1,1,1
2019-12-18 15:19:40,2019-12-18 15:49:40,IP Address,*******,100,1800,True,2019-12-18 15:49:40,R_2VJzhZGTv6nKDNZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,85,,67,green,,,very good idea,,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Extremely liberal,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"$100,000 - $200,000",9823621,1,0,2
2019-12-18 15:40:29,2019-12-18 15:49:48,IP Address,*******,100,559,True,2019-12-18 15:49:49,R_1Ej2yBSHPbRzExl,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,71,,,77,green,pretty good idea,,,,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly conservative,Independent (Lean Democrat),Four year college degree,Other,Bisexual,Man,"$30,000 - $69,999",6655719,0,1,0
2019-12-18 15:48:57,2019-12-18 15:49:58,IP Address,*******,100,60,True,2019-12-18 15:49:58,R_2rq1LYu5S0EBS7H,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,34,,35,green,,,pretty good idea,,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Slightly conservative,Strong Democrat,High school diploma,Black or African American,Heterosexual,Man,"$30,000 - $69,999",3868980,1,0,2
2019-12-18 15:44:11,2019-12-18 15:50:00,IP Address,*******,100,349,True,2019-12-18 15:50:01,R_2uDny2Zx0kNKjoE,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,25,,97,green,,,pretty bad idea,,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Slightly conservative,Independent (Lean Democrat),Graduate school or other advanced degree,Black or African American,Heterosexual,Woman,"$100,000 - $200,000",9977878,1,0,2
2019-12-18 15:46:50,2019-12-18 15:50:06,IP Address,*******,100,196,True,2019-12-18 15:50:06,R_2QEEApSGiEoiGJV,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,30,,,,58,green,,,,pretty good idea,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Slightly conservative,Weak Republican,Four year college degree,American Indian or Alaska Native,Heterosexual,Man,"$100,000 - $200,000",4163983,0,0,3
2019-12-18 15:49:16,2019-12-18 15:50:09,IP Address,*******,100,53,True,2019-12-18 15:50:09,R_2QomvQz6GTjPymH,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,41,66,green,,,,neither a good nor a bad idea,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Slightly liberal,Strong Democrat,Some college,Hispanic or Latino,Heterosexual,Man,"$30,000 - $69,999",7216088,1,1,3
2019-12-18 15:47:58,2019-12-18 15:50:10,IP Address,*******,100,131,True,2019-12-18 15:50:10,R_2XigFEaUdQJZGMl,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,93,100,green,pretty good idea,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,Some college,Black or African American,Heterosexual,Man,"$30,000 - $69,999",7338931,1,1,0
2019-12-18 15:44:51,2019-12-18 15:50:14,IP Address,*******,100,323,True,2019-12-18 15:50:14,R_12L225ehWikd2qO,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,81,,97,green,very good idea,,,,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderate or middle of the road,Weak Republican,Some college,White,Heterosexual,Woman,"$70,000 - $99,999",6695042,1,0,0
2019-12-18 15:48:31,2019-12-18 15:50:30,IP Address,*******,100,118,True,2019-12-18 15:50:30,R_2Cw7PTUet3WEUmu,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,4,40,green,,,,pretty good idea,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Independent (No partisan lean),Some college,White,Heterosexual,Woman,"$30,000 - $69,999",2388974,1,1,3
2019-12-18 15:48:34,2019-12-18 15:50:35,IP Address,*******,100,121,True,2019-12-18 15:50:35,R_3KqL73lpZoBzNvy,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,43,,32,green,,,neither a good nor a bad idea,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderate or middle of the road,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"$70,000 - $99,999",1507497,1,0,2
2019-12-18 15:46:24,2019-12-18 15:50:37,IP Address,*******,100,253,True,2019-12-18 15:50:38,R_D8HnmP7v6JoSS5z,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,7,94,green,,,very good idea,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly liberal,Independent (Lean Democrat),Some college,White,Bisexual,Man,"$70,000 - $99,999",2090970,1,1,2
2019-12-18 15:48:00,2019-12-18 15:50:47,IP Address,*******,100,166,True,2019-12-18 15:50:47,R_2w47SCDQJ3C0mIV,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,50,,,,80,green,very good idea,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly conservative,Independent (No partisan lean),Some college,Hispanic or Latino,Heterosexual,Man,"$70,000 - $99,999",3902919,0,0,0
2019-12-18 15:49:14,2019-12-18 15:50:47,IP Address,*******,100,92,True,2019-12-18 15:50:47,R_9zdyW0GF8g2YsKd,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,52,,,51,green,,neither a good nor a bad idea,,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (No partisan lean),Four year college degree,Asian,Heterosexual,Woman,"Less than $30,000",6522518,0,1,1
2019-12-18 15:40:01,2019-12-18 15:50:48,IP Address,*******,100,646,True,2019-12-18 15:50:48,R_1MQU7aCKJqeus9J,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,50,80,green,neither a good nor a bad idea,,,,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderate or middle of the road,Independent (No partisan lean),Four year college degree,Asian,Heterosexual,Man,"$100,000 - $200,000",9446125,1,1,0
2019-12-18 15:42:46,2019-12-18 15:50:49,IP Address,*******,100,482,True,2019-12-18 15:50:49,R_vCQG19UKbt1bQfn,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,2,2,green,,very good idea,,,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Conservative,Independent (Lean Republican),Graduate school or other advanced degree,White,Heterosexual,Woman,"$30,000 - $69,999",7987593,1,1,1
2019-12-18 15:44:37,2019-12-18 15:50:54,IP Address,*******,100,376,True,2019-12-18 15:50:54,R_UEyP0YXAdwMvMul,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,95,,100,green,,,,pretty bad idea,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Liberal,Weak Democrat,Four year college degree,White,Heterosexual,Woman,"$30,000 - $69,999",4840226,1,0,3
2019-12-18 15:48:39,2019-12-18 15:50:55,IP Address,*******,100,136,True,2019-12-18 15:50:55,R_8vlY3c63iz8dNg5,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,1,3,green,,,neither a good nor a bad idea,,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Conservative,Independent (No partisan lean),High school diploma,Hispanic or Latino,Heterosexual,Woman,"$70,000 - $99,999",7826549,1,1,2
2019-12-18 15:48:21,2019-12-18 15:50:56,IP Address,*******,100,155,True,2019-12-18 15:50:56,R_cFIqBbYjEzSFvYB,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,52,83,green,,,very good idea,,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Liberal,Weak Democrat,Four year college degree,Hispanic or Latino,Heterosexual,Man,"$100,000 - $200,000",2457249,1,1,2
2019-12-18 15:46:23,2019-12-18 15:50:57,IP Address,*******,100,273,True,2019-12-18 15:50:57,R_2y7xQ8zdEPOkZ6T,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,50,51,green,pretty good idea,,,,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Liberal,Weak Democrat,Some college,White,Heterosexual,Man,"$30,000 - $69,999",6611103,1,1,0
2019-12-18 15:49:41,2019-12-18 15:50:58,IP Address,*******,100,77,True,2019-12-18 15:50:59,R_2VavxH9hhoCJHx6,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,63,,,,77,green,,,neither a good nor a bad idea,,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Slightly liberal,Weak Democrat,Graduate school or other advanced degree,White,Heterosexual,Woman,"$70,000 - $99,999",8194732,0,0,2
2019-12-18 15:44:02,2019-12-18 15:51:29,IP Address,*******,100,447,True,2019-12-18 15:51:29,R_3Gx1T98kuvMUbXa,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,60,,91,green,,,,pretty good idea,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Slightly liberal,Independent (Lean Republican),Graduate school or other advanced degree,White,Heterosexual,Woman,"Less than $30,000",4795123,1,0,3
2019-12-18 15:48:50,2019-12-18 15:51:32,IP Address,*******,100,161,True,2019-12-18 15:51:32,R_3hGFvWVhTbi65xj,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,71,67,green,pretty good idea,,,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Liberal,Strong Democrat,Four year college degree,Asian,Bisexual,Woman,"Less than $30,000",9204596,1,1,0
2019-12-18 15:50:22,2019-12-18 15:51:32,IP Address,*******,100,70,True,2019-12-18 15:51:33,R_1DLIxro0b9xf4qe,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,82,72,green,,pretty good idea,,,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Slightly liberal,Strong Republican,Four year college degree,American Indian or Alaska Native,Heterosexual,Man,"$70,000 - $99,999",8193770,1,1,1
2019-12-18 15:50:38,2019-12-18 15:51:38,IP Address,*******,100,59,True,2019-12-18 15:51:38,R_2ruwm65ObE8SmPC,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,79,,88,green,,,,pretty good idea,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Slightly liberal,Independent (Lean Democrat),Four year college degree,American Indian or Alaska Native,Heterosexual,Man,"$70,000 - $99,999",9251665,1,0,3
2019-12-18 15:47:04,2019-12-18 15:51:40,IP Address,*******,100,276,True,2019-12-18 15:51:40,R_3HYQ4XWdCex0t4w,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,75,97,green,pretty bad idea,,,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Liberal,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"$30,000 - $69,999",3719959,1,1,0
2019-12-18 15:49:00,2019-12-18 15:51:49,IP Address,*******,100,168,True,2019-12-18 15:51:49,R_RJDeDVCjRkaGYN3,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,65,,78,green,,,neither a good nor a bad idea,,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,Graduate school or other advanced degree,White,Heterosexual,Woman,"$70,000 - $99,999",3687883,1,0,2
2019-12-18 15:50:02,2019-12-18 15:51:50,IP Address,*******,100,108,True,2019-12-18 15:51:50,R_3nSGvWdKWz5GdaR,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,91,,,,97,green,,,very good idea,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Extremely liberal,Independent (Lean Democrat),Four year college degree,American Indian or Alaska Native,Heterosexual,Man,"$70,000 - $99,999",6133611,0,0,2
2019-12-18 15:48:06,2019-12-18 15:51:52,IP Address,*******,100,225,True,2019-12-18 15:51:52,R_2dtoFYAEMeQSNrx,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,9,71,green,,very good idea,,,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Extremely liberal,Strong Democrat,High school diploma,White,Heterosexual,Woman,"Less than $30,000",2237034,1,1,1
2019-12-18 15:44:19,2019-12-18 15:52:08,IP Address,*******,100,468,True,2019-12-18 15:52:08,R_2qxS3TipqP3t3Ie,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,8,58,green,very good idea,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Strong Democrat,Four year college degree,White,Heterosexual,Man,"Less than $30,000",2077442,1,1,0
2019-12-18 15:35:49,2019-12-18 15:52:12,IP Address,*******,100,983,True,2019-12-18 15:52:13,R_0SY2JsiY34cnXhf,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,100,,,,100,green,,,neither a good nor a bad idea,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Extremely liberal,Strong Democrat,High school diploma,Black or African American,Heterosexual,Woman,"$30,000 - $69,999",1905652,0,0,2
2019-12-18 15:48:15,2019-12-18 15:52:18,IP Address,*******,100,243,True,2019-12-18 15:52:19,R_VRwO7Vijl8iKEq5,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,75,,,75,green,,,pretty bad idea,,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Moderate or middle of the road,Weak Democrat,Four year college degree,Hispanic or Latino,Heterosexual,Woman,"$70,000 - $99,999",9477773,0,1,2
2019-12-18 15:49:54,2019-12-18 15:52:49,IP Address,*******,100,174,True,2019-12-18 15:52:49,R_3MogfLxnRXN4VC0,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,23,,,,24,green,,,pretty good idea,,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Moderate or middle of the road,Independent (No partisan lean),Middle school/some high school,White,Heterosexual,Man,"Less than $30,000",9106726,0,0,2
2019-12-18 15:48:52,2019-12-18 15:52:59,IP Address,*******,100,247,True,2019-12-18 15:52:59,R_3J97kvMIWDqqx3l,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,10,90,green,,,,pretty good idea,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Slightly liberal,Weak Democrat,Four year college degree,Native Hawaiian or Pacific Islander,Heterosexual,Man,"$30,000 - $69,999",7253511,1,1,3
2019-12-18 15:49:38,2019-12-18 15:53:08,IP Address,*******,100,210,True,2019-12-18 15:53:08,R_3NDrthjKIbQ4WG8,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,78,,80,green,pretty good idea,,,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Liberal,Strong Democrat,Some college,Asian,Heterosexual,Man,"Less than $30,000",3232220,1,0,0
2019-12-18 15:49:40,2019-12-18 15:53:16,IP Address,*******,100,216,True,2019-12-18 15:53:16,R_XzfivT2BuG7Ipln,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,0,,100,green,very bad idea,,,,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderate or middle of the road,Independent (Lean Democrat),Some college,Black or African American,Heterosexual,Man,"$70,000 - $99,999",3689953,1,0,0
2019-12-18 15:50:34,2019-12-18 15:53:26,IP Address,*******,100,171,True,2019-12-18 15:53:26,R_2pKxhdiLdVLCO0f,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,70,,87,green,,,,very good idea,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly conservative,Strong Democrat,Some college,Hispanic or Latino,Heterosexual,Man,"Less than $30,000",2389750,1,0,3
2019-12-18 15:39:12,2019-12-18 15:53:33,IP Address,*******,100,861,True,2019-12-18 15:53:33,R_3HCGPEAsDMA6nvC,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,30,46,green,pretty good idea,,,,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Moderate or middle of the road,Independent (No partisan lean),Four year college degree,White,Heterosexual,Man,"$70,000 - $99,999",8452004,1,1,0
2019-12-18 15:49:46,2019-12-18 15:53:37,IP Address,*******,100,231,True,2019-12-18 15:53:37,R_3fWegctT9XdClkA,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,59,,83,green,,,neither a good nor a bad idea,,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Slightly liberal,Weak Democrat,Four year college degree,Hispanic or Latino,Heterosexual,Man,"Less than $30,000",3460656,1,0,2
